model_id,model_name,provider,field_id,field_name,automation_status,current_value,current_source,missing_or_stale,suggested_source_type,priority,notes
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
anthropic:claude-sonnet-5,Claude Sonnet 5,Anthropic,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.8-flash,Gemini 3.8 Flash,Google,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.7-flash,Gemini 3.7 Flash,Google,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
google:gemini-3.5-flash-lite,Gemini 3.5 Flash-Lite,Google,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.6,Grok 4.6,xAI,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.6,Grok 4.6,xAI,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.6,Grok 4.6,xAI,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.6,Grok 4.6,xAI,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.6,Grok 4.6,xAI,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.5,Grok 4.5,xAI,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.5,Grok 4.5,xAI,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.5,Grok 4.5,xAI,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.5,Grok 4.5,xAI,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.5,Grok 4.5,xAI,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.3,Grok 4.3,xAI,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.3,Grok 4.3,xAI,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.3,Grok 4.3,xAI,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.3,Grok 4.3,xAI,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
xai:grok-4.3,Grok 4.3,xAI,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-120b,gpt-oss-120b,OpenAI,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:gpt-oss-20b,gpt-oss-20b,OpenAI,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
openai:chatgpt-4o,ChatGPT-4o,OpenAI,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-scout,Llama 4 Scout,Meta,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
meta:llama-4-maverick,Llama 4 Maverick,Meta,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-v3,DeepSeek-V3,DeepSeek,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
deepseek:deepseek-r1,DeepSeek-R1,DeepSeek,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-medium-3-5,Mistral Medium 3.5,Mistral,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-small-4,Mistral Small 4,Mistral,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:mistral-large-3,Mistral Large 3,Mistral,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
mistral:ministral-3-3b,Ministral 3 3B,Mistral,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-235b-a22b,Qwen3-235B-A22B,Qwen / Alibaba,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-30b-a3b,Qwen3-30B-A3B,Qwen / Alibaba,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-8b,Qwen3-8B,Qwen / Alibaba,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
qwen:qwen3-0-6b,Qwen3-0.6B,Qwen / Alibaba,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-plus-05-2026,Command A+,Cohere,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-03-2025,Command A,Cohere,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-03-2025,Command A,Cohere,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-03-2025,Command A,Cohere,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-03-2025,Command A,Cohere,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-a-03-2025,Command A,Cohere,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
cohere:command-r7b-12-2024,Command R7B,Cohere,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,input_price_per_1m,Input price,AUTOMATED,,,MISSING,official_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,intelligence_score,Intelligence score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,latency_seconds,Latency,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,output_price_per_1m,Output price,AUTOMATED,,,MISSING,official_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,reasoning_score,Reasoning score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4,Phi-4,Microsoft,tokens_per_second,Throughput,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
microsoft:phi-4-mini-instruct,Phi-4-mini-instruct,Microsoft,coding_score,Coding score,PARTIALLY_AUTOMATED,,,MISSING,benchmark_provider,P0,
